index,Country,NBT Name/Title,NBT Text,index,Country,Number ,Type,Mitigation or adaptation,NDC Target Text,generated_sample
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures","#Yes. #1. Similarities: The NDC Target Text mentions the equitable sharing of benefits from biodiversity, which is also mentioned in the NBT Text. 2. Recommendations: To further align the NDC Target Text with the NBT, it could explicitly mention strengthening the provision of ecosystem services and ecosystem-based management. Additionally, it could include language on the sustainable use of biodiversity and the need to protect and support local and indigenous communities affected by biodiversity measures."
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",66,Belize,7.2.3 Fisheries and aquaculture,Action,Adaptation,"Explore the development of alternative livelihood plans for fishers and their households and include alongside further regulation in the sector, capacity building and strengthening of fisher organizations, especially in local and indigenous communities, who are affected by the establishment of restricted fishing measures",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",67,Belize,7.2.4 Human health,Target,Adaptation,Build adaptive capacity in the health sector by assessing vulnerability and investing in capacity to respond to climate-related threats,#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",68,Belize,7.2.4 Human health,Action,Adaptation,Undertake a Climate Change Vulnerability and Capacity Assessment for the health sector by 2022,#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
9,Belize,TARGET B5,"By 2025, Belize is addressing its trans-boundary issues, with 20% reduction in terrestrial impacts and 50% reduction in illegal fishing from trans-boundary incursions.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
10,Belize,TARGET A4,"By 2020, 100% of relevant Government, 75% of civil society and 50% of the general public in Belize have increased awareness and appreciation of biodiversity and demonstrate active good stewardship.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
11,Belize,TARGET B6,"By 2018, Belize has a strengthened system in place for early detection and effective management of invasive species.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
12,Belize,GOAL C (PROTECTION),Functional ecosystems and viable populations of Belizes biodiversity are maintained and strengthened,69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
13,Belize,TARGET C1,"By 2030, Belizes natural landscapes and seascapes are all functional and build biodiversity resilience to climate change.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
14,Belize,TARGET C2,"By 2020, three key corridors identified under the National Protected Areas Policy and System Plan are physically and legally established, and effectively managed.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
15,Belize,TARGET C3,"Between 2016 and 2030, no species will become functionally extinct in Belize.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
16,Belize,TARGET C4,"By 2020, average management effectiveness of the National Protected Areas System has increased to 80%.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
17,Belize,TARGET C5,"By 2020, Belize is implementing a biosafety policy that safeguards against large-scale loss of biological integrity.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
18,Belize,GOAL D (BENEFITS),"Strengthened provision of ecosystem services, ecosystem-based management and the equitable sharing of benefits from biodiversity.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
19,Belize,TARGET D1,"By 2025, key ecosystem services are sustainably managed and resilient to threats.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
20,Belize,TARGET D2,"By 2025, access to genetic resources and associated traditional knowledge is regulated and benefits arising from utilization are shared in a fair and equitable manner.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
21,Belize,GOAL E (IMPLEMENTATION),"The National Biodiversity Strategy and Action Plan is implemented effectively through capacity building, informed strategic decision making and integrated public participation.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
22,Belize,TARGET E1,"By 2020, all relevant government Ministries, 75% of relevant civil society, and 25% of the private sector and general public are effectively involved in the implementation of the NBSAP.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
23,Belize,TARGET E2,"By 2020, accurate and current data on Belize's natural resources and environmental services informs relevant national development decisions.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
24,Belize,TARGET E3,"By 2020, Belize's NBSAP is being implemented effectively, monitored and evaluated, and achieving desired outcomes.",69,Belize,7.2.4 Human health,Action,Adaptation,"Improve disease control and prevention including through the management of disease vectors, through partnerships with research institutions and development of human capital and health technology in health sector",#No.
0,Belize,GOAL A (MAINSTREAMING),"Improved environmental stewardship is demonstrated across all society in Belize, with an understanding and appreciation of marine, freshwater and terrestrial biodiversity, its benefits and values.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
1,Belize,TARGET A1,"By 2020, a framework has been designed and adopted to guide the harmonization of policies that positively impact biodiversity, across all Government departments.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
2,Belize,TARGET A2,"By 2020, Belize has legislated and implemented a national harmonized system of environmental standards and incentives that promote environmental responsibility and sustainability.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
3,Belize,TARGET A3,"By 2020, 100% of relevant national development decisions in Belize take into consideration ecosystem services and biodiversity relevance to the national economy.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
4,Belize,GOAL B (PRESSURES),"Direct and indirect pressures on Belizes marine, freshwater and terrestrial ecosystems are reduced to sustain and enhance national biodiversity and ecosystem services.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
5,Belize,TARGET B1,"By 2020, primary extractive natural resource use in terrestrial, freshwater and marine environments is guided by sustainable management plans, with improved biodiversity sustainability.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
6,Belize,TARGET B2,"By 2020, 80% of businesses monitored in Belize are compliant with environmental standards.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
7,Belize,TARGET B3,"Between 2016 and 2020, Belize has limited its net rate of land use change for prioritized natural ecosystems/areas to no more than 0.6% per year.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
8,Belize,TARGET B4,"By 2020, Belize is restoring 30% of degraded ecosystems to maintain and improve the status of ecosystems and ecosystem services essential for increasing Belizes resilience to climate change impacts.",70,Belize,7.2.4 Human health,Action,Adaptation,"Implement early warning system for health sector for specific diseases, vectors, and high temperatures by 2025",#No.
