index,Country,Target Text,Target Name,Document,Source,Convention,Doc,Type,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
18,Belarus,"Increase area of clear-cut logging to 33% of the total area of all main-use logging by 2030, and to 35% by 2050",Forestry 4,draft NDC 3.0,,forestry,NDC,NDC targets,"Increase area of clear-cut logging to 33% of the total area of all main-use logging by 2030, and to 35% by 2050",17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
19,Belarus,Increase the share of natural regeneration in total forest regeneration to 47% by 2030 and 50% by 2050,Forestry 5,draft NDC 3.0,,forestry,NDC,NDC targets,Increase the share of natural regeneration in total forest regeneration to 47% by 2030 and 50% by 2050,17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
20,Belarus,"Afforestation on areas of unused, low-productive or low-productive agricultural land transferred for forest management",Forestry 6,draft NDC 3.0,,forestry,NDC,NDC targets,"Afforestation on areas of unused, low-productive or low-productive agricultural land transferred for forest management",17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
21,Belarus,Transfer of areas with woody and shrub vegetation on agricultural land for sustainable forest management,Forestry 7,draft NDC 3.0,,forestry,NDC,NDC targets,Transfer of areas with woody and shrub vegetation on agricultural land for sustainable forest management,17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
22,Belarus,Exclusion for a long term forest areas (typical and rare habitats) from forest management,Forestry 8,draft NDC 3.0,,forestry,NDC,NDC targets,Exclusion for a long term forest areas (typical and rare habitats) from forest management,17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
23,Belarus,Utilization for fuel purposes of timber harvested during the removal of litter and cuttings from main-use logging operations,Forestry 9,draft NDC 3.0,,forestry,NDC,NDC targets,Utilization for fuel purposes of timber harvested during the removal of litter and cuttings from main-use logging operations,17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
24,Belarus,"Development of circular power generation, including the use of recuperation plants that capture heat and redirect it for additional utilization",18,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,"Development of circular power generation, including the use of recuperation plants that capture heat and redirect it for additional utilization",17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
25,Belarus,Development and implementation of a methodology for assessing the ecological development of regions in order to stimulate environmentally-oriented management,30,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,Development and implementation of a methodology for assessing the ecological development of regions in order to stimulate environmentally-oriented management,17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
26,Belarus,Elaboration of the Strategy of long-term development of the Republic of Belarus with low greenhouse gas emissions up to 2050,44,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,Elaboration of the Strategy of long-term development of the Republic of the country with low greenhouse gas emissions up to 2050,17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
27,Belarus,"Development of renewable energy sources, including the creation of energy sources using wood fuel, biogas complexes and installations of renewable enegry, capacities for the production of fuel from solid municipal waste (RDF-fuel)",47,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,"Development of renewable energy sources, including the creation of energy sources using wood fuel, biogas complexes and installations of renewable enegry, capacities for the production of fuel from solid municipal waste (Refuse Derived Fuel-fuel)",17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
28,Belarus,"Improving the mechanism of financing green projects, including taking into account industry specifics, by: issuing green bonds; attracting green loans; extrabudgetary funds and other sources",58,National Action Plan for the Development of Green Economy for 2021-2025,https://minpriroda.gov.by/uploads/files/2021/nats.plan-po-razvitiju-zelenoj-ekonomiki.pdf,nature resoures management,NAPDGE,Other targets,"Improving the mechanism of financing green projects, including taking into account industry specifics, by: issuing green bonds; attracting green loans; extrabudgetary funds and other sources",17,Capacity building and development,"This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (ABS) under the Nagoya Protocol, R&D and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",Additional,"Capacity building and development This includes technology transfer, education and learning, south-south exchange, knowledge sharing (including traditional knowledge), scientific cooperation and information networks, developing communities of practice and task forces, access and benefit sharing (Access and Benefit Sharing) under the Access and Benefit Sharing, Research and Development and investment in green technologies, institutional strengthening and establishment of emergency response capabilities, and the development of transparent monitoring and reporting systems, and mainstreaming concepts and values related to biodiversity and climate so that people are aware of their importance, and capacitated to deal with their deterioration.",0
0,Belarus,"Integration of the function of biodiversity conservation into the schemes of complex territorial organization of the Republic of Belarus, ensuring minimization of the threat of loss of natural ecosystems and objects of high value for biodiversity conservation, maintaining ecological integrity and connectivity of natural ecosystems",Target 1,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Integration of the function of biodiversity conservation into the schemes of complex territorial organization of the Republic of the country, ensuring minimization of the threat of loss of natural ecosystems and objects of high value for biodiversity conservation, maintaining ecological integrity and connectivity of natural ecosystems",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",1
1,Belarus,Ensure restoration of at least 30% of disturbed and underutilized ecological systems to improve biodiversity and enhance ecosystem functions and services,Target 2,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,Ensure restoration of at least 30% of disturbed and underutilized ecological systems to improve biodiversity and enhance ecosystem functions and services,18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",0
2,Belarus,"Development of the system of protected areas and natural territories subject to special protection, designed to preserve natural ecological systems, biological and landscape diversity, as well as to ensure the continuity of habitat for wildlife (the area of protected areas by 2030 - 9.2 %; the area of protected areas by 2035 - 9.6 %; the area of territories subject to special protection by 2025 - 9.2 %). - 9.2 %; the area of protected areas by 2035 - 9.6 %, the area of territories subject to special protection by 2025 - 22 %). - 22 %)",Target 3,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Development of the system of protected areas and natural territories subject to special protection, designed to preserve natural ecological systems, biological and landscape diversity, as well as to ensure the continuity of habitat for wildlife (the area of protected areas by 2030 - 9.2 %; the area of protected areas by 2035 - 9.6 %; the area of territories subject to special protection by 2025 - 9.2 %). - 9.2 %; the area of protected areas by 2035 - 9.6 %, the area of territories subject to special protection by 2025 - 22 %). - 22 %)",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",0
3,Belarus,"Reduction of surface and groundwater pollution from all sources of pollution to levels that do not harm biodiversity and ecosystem functions of aquatic ecosystems, improvement of ecological condition (status) of surface water bodies, use of biologically safe fertilizers and pesticides based on scientific data with due regard to food security, phased elimination of obsolete pesticides",Target 7,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Reduction of surface and groundwater pollution from all sources of pollution to levels that do not harm biodiversity and ecosystem functions of aquatic ecosystems, improvement of ecological condition (status) of surface water bodies, use of biologically safe fertilizers and pesticides based on scientific data with due regard to food security, phased elimination of obsolete pesticides",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",1
4,Belarus,"Ensure sustainable use of flora objects, protection and rational (sustainable) use of forest resources, conservation of biological and genetic diversity of forests, their environment-forming, water protection, protective, sanitary-hygienic, recreational and other functions, taking into account the increasing anthropogenic impact and climate change",Target 9,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Ensure sustainable use of flora objects, protection and rational (sustainable) use of forest resources, conservation of biological and genetic diversity of forests, their environment-forming, water protection, protective, sanitary-hygienic, recreational and other functions, taking into account the increasing anthropogenic impact and climate change",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",1
5,Belarus,"To ensure sustainable environmentally safe agriculture, taking into account natural, climatic and other risks, aimed at strengthening the country's food security, ensuring nutrition and healthy lifestyle of the population, organic farming, rational use of peat soils.",Target 10,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"To ensure sustainable environmentally safe agriculture, taking into account natural, climatic and other risks, aimed at strengthening the country's food security, ensuring nutrition and healthy lifestyle of the population, organic farming, rational use of peat soils.",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",1
6,Belarus,"Implementation of a set of measures to minimize the negative impact of climate change on biological and landscape diversity, development of a targeted integrated strategy for environmental adaptation to projected climate change, including atmospheric air, water resources and ecosystems, land resources and soils, biological and landscape diversity",Target 11,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Implementation of a set of measures to minimize the negative impact of climate change on biological and landscape diversity, development of a targeted integrated strategy for environmental adaptation to projected climate change, including atmospheric air, water resources and ecosystems, land resources and soils, biological and landscape diversity",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",1
7,Belarus,"Inclusion of conservation and sustainable use of biological diversity in draft state programs and other state planning documents (concepts, strategies, forecasts) related to the use of natural resources and impacting natural complexes and ecological systems",Target 14,CBD Online Reporting Tool,https://ort.cbd.int/,nature,NBSAP,NBTs,"Inclusion of conservation and sustainable use of biological diversity in draft state programs and other state planning documents (concepts, strategies, forecasts) related to the use of natural resources and impacting natural complexes and ecological systems",18,Sustainable development and the SDGs,"This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating SDG indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",Additional,"Sustainable development and the SDGs This includes actions that promote inclusive, equitable, and environmentally sustainable development while ensuring that present needs are met without compromising the ability of future generations to meet theirs. It covers the implementation of the 2030 Agenda for Sustainable Development and its 17 SDGs, which integrate social, economic, and environmental dimensions. Efforts include poverty eradication, food and water security, universal access to education and healthcare, sustainable economic growth, sustainable infrastructure and urbanization, responsible consumption and production, access to clean energy, reduction of inequalities, promotion of peace, justice and strong institutions, and fostering partnerships. It also includes aligning national strategies with the SDGs, strengthening institutions to deliver on them, integrating Sustainable Development Goal indicators into monitoring and reporting systems, ensuring policy coherence across sectors, and promoting cross-cutting solutions that address multiple goals simultaneously, including biodiversity conservation, climate action, and gender equality.",1
