index,Country,Target Text,Target Name,Document,Source,Convention,Target Textt,index,Themes,Texts,Area,Textt,generated_sample
33,Sri Lanka,"Integrated Pest Management (IPM) or Ecological Pest & Disease Control, and Integrated Plant Nutrition Systems (IPNS) are promoted in all possible crop production systems",Agriculture NDC 4 (adaptation),Draft NDCs,,Climate Change,"Integrated Pest Management (IPM) or Ecological Pest & Disease Control, and Integrated Plant Nutrition Systems (IPNS) are promoted in all possible crop production systems",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
34,Sri Lanka,Sustainable land use and efficienct resource management for improved production & productivity,Agriculture NDC 5 (adaptation),Draft NDCs,,Climate Change,Sustainable land use and efficienct resource management for improved production & productivity,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",1
35,Sri Lanka,Reduce post-harvest losses and promote value addition of crops in a changing climate,Agriculture NDC 6 (adaptation),Draft NDCs,,Climate Change,Reduce post-harvest losses and promote value addition of crops in a changing climate,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
36,Sri Lanka,Reduce post-harvest losses and improve value addition of crops,Agriculture NDC 1 (mitigation),Draft NDCs,,Climate Change,Reduce post-harvest losses and improve value addition of crops,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
37,Sri Lanka,Increase crop productivity and production through efficient resource management,Agriculture NDC 2 (mitigation),Draft NDCs,,Climate Change,Increase crop productivity and production through efficient resource management,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
38,Sri Lanka,Improve adoption of renewable energy for crop farming and processing,Agriculture NDC 3 (mitigation),Draft NDCs,,Climate Change,Improve adoption of renewable energy for crop farming and processing,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
39,Sri Lanka,"Identification and management of climate-sensitive areas, and restoration of degraded areas inside and outside protected area (PA) network to conserve habitats that are highly vulnerable to climate change",Biodiversity NDC 1,Draft NDCs,,Climate Change,"Identification and management of climate-sensitive areas, and restoration of degraded areas inside and outside protected area (Protected Areas) network to conserve habitats that are highly vulnerable to climate change",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",1
40,Sri Lanka,Increase connectivity in the zones that will be subjected to climate-driven changes according to current predictions through landscape approaches,Biodiversity NDC 2,Draft NDCs,,Climate Change,Increase connectivity in the zones that will be subjected to climate-driven changes according to current predictions through landscape approaches,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
41,Sri Lanka,Expansion of protected area (PA) extent to enhance the ability of the PA network to function as an additional area to build resilience to climate change,Biodiversity NDC 3,Draft NDCs,,Climate Change,Expansion of protected area (Protected Areas) extent to enhance the ability of the Protected Areas network to function as an additional area to build resilience to climate change,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
42,Sri Lanka,Strengthen ex-situ conservation programmes covering climate-vulnerable taxa,Biodiversity NDC 4,Draft NDCs,,Climate Change,Strengthen ex-situ conservation programmes covering climate-vulnerable taxa,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
43,Sri Lanka,Effective management of the spread of Invasive Alien Species (IAS) triggered by favorable climate conditions,Biodiversity NDC 5,Draft NDCs,,Climate Change,Effective management of the spread of Invasive Alien Species (Invasive Alien Species) triggered by favorable climate conditions,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
44,Sri Lanka,"Review and modify/update existing policies, laws, and regulations related to biodiversity and natural resources to incorporate climate change adaptation considerations",Biodiversity NDC 6,Draft NDCs,,Climate Change,"Review and modify/update existing policies, laws, and regulations related to biodiversity and natural resources to incorporate climate change adaptation considerations",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
45,Sri Lanka,Develop an accurate forecasting system for sea level rise and establish a sea level data base in Sri Lanka,Coastal and Marine NDC 1,Draft NDCs,,Climate Change,Develop an accurate forecasting system for sea level rise and establish a sea level data base in the country,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
46,Sri Lanka,Coastal Hazard and vulnerability mapping to cover the entire coastal belt of the country,Coastal and Marine NDC 2,Draft NDCs,,Climate Change,Coastal Hazard and vulnerability mapping to cover the entire coastal belt of the country,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
47,Sri Lanka,"Enhance the Coastal Management Plan, incorporating climate hazards information",Coastal and Marine NDC 3,Draft NDCs,,Climate Change,"Enhance the Coastal Management Plan, incorporating climate hazards information",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
48,Sri Lanka,"Identify, designate, and prioritize coastal and marine areas, and prepare management plans for enhancing resilience ",Coastal and Marine NDC 4,Draft NDCs,,Climate Change,"Identify, designate, and prioritize coastal and marine areas, and prepare management plans for enhancing resilience ",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
49,Sri Lanka,"Restore coastal ecosystems (e.g. coral reefs, mangrove, sand dunes) and improve conservation actions for marine mammals and other threatened species",Coastal and Marine NDC 5,Draft NDCs,,Climate Change,"Restore coastal ecosystems (e.g. coral reefs, mangrove, sand dunes) and improve conservation actions for marine mammals and other threatened species",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
50,Sri Lanka,"Enhance renewable energy contribution to the national electricity generation mix by increasing Solar PV, Wind, Hydro and Sustainable Biomass based electricity generations (Develop an additional capacity of 5,386 MW renewables over the period (2025-2035) out of which 1,324 MW is unconditional)",Energy NDC 1,Draft NDCs,,Climate Change,"Enhance renewable energy contribution to the national electricity generation mix by increasing Solar Photovoltaics, Wind, Hydro and Sustainable Biomass based electricity generations (Develop an additional capacity of 5,386 Megawatt renewables over the period (2025-2035) out of which 1,324 Megawatt is unconditional)",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
51,Sri Lanka,Introduction of grid integrated energy storage systems such as Pumped Storage and Battery Energy Storage Systems (BESS) to increase absorption of renewable energy and reduce thermal generation as a conditional measure,Energy NDC 2,Draft NDCs,,Climate Change,Introduction of grid integrated energy storage systems such as Pumped Storage and Battery Energy Storage Systems (BESS) to increase absorption of renewable energy and reduce thermal generation as a conditional measure,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
52,Sri Lanka,"Implement Demand Side Management (DSM) measures by promoting energy-efficient equipment, technologies, and system improvements in a national Energy Efficiency Improvement and Conservation (EEI&C) programme covering commercial, institutional, and residential sectors",Energy NDC 3,Draft NDCs,,Climate Change,"Implement Demand Side Management (DSM) measures by promoting energy-efficient equipment, technologies, and system improvements in a national Energy Efficiency Improvement and Conservation (EEI&C) programme covering commercial, institutional, and residential sectors",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
53,Sri Lanka,Conversion of existing fuel oil-based combined cycle power plants to Natural Gas (NG) and establishment of new NG plants as conditional measures (once the necessary infrastructure is available),Energy NDC 4,Draft NDCs,,Climate Change,Conversion of existing fuel oil-based combined cycle power plants to Natural Gas (NG) and establishment of new NG plants as conditional measures (once the necessary infrastructure is available),14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
54,Sri Lanka,Conduct R&D activities to implement pilot-scale projects for renewable energy sources that have not yet reached commercial maturity and develop other grid supporting infrastructures as conditional measures,Energy NDC 5,Draft NDCs,,Climate Change,Conduct Research and Development activities to implement pilot-scale projects for renewable energy sources that have not yet reached commercial maturity and develop other grid supporting infrastructures as conditional measures,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
55,Sri Lanka,Ecosystem-based approach to fisheries management (EAFM) adopted in highly climate vulnerable areas to enhance resilience,Fisheries NDC 1,Draft NDCs,,Climate Change,Ecosystem-based approach to fisheries management (EAFM) adopted in highly climate vulnerable areas to enhance resilience,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
56,Sri Lanka,"Identify and expand sustainable fisheries, aquaculture and culture-based fisheries to address food security issues relating to climatic change.",Fisheries NDC 2,Draft NDCs,,Climate Change,"Identify and expand sustainable fisheries, aquaculture and culture-based fisheries to address food security issues relating to climatic change.",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
57,Sri Lanka,"Develop climatic-resilient varieties, and farming and breeding technologies to increase climate resilience ",Fisheries NDC 3,Draft NDCs,,Climate Change,"Develop climatic-resilient varieties, and farming and breeding technologies to increase climate resilience ",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
58,Sri Lanka,Evaluate the production capabilities of fisheries and aquatic resources in lagoons that are highly vulnerable to climatic change to maintain stable productivity levels,Fisheries NDC 4,Draft NDCs,,Climate Change,Evaluate the production capabilities of fisheries and aquatic resources in lagoons that are highly vulnerable to climatic change to maintain stable productivity levels,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
59,Sri Lanka,"Develop technologies to predict weather changes and enhance safety at sea in coastal fishery, against extreme climatic conditions",Fisheries NDC 5,Draft NDCs,,Climate Change,"Develop technologies to predict weather changes and enhance safety at sea in coastal fishery, against extreme climatic conditions",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
60,Sri Lanka,Conduct fisheries and aquatic research to identify climatic change-driven impacts those affect for the production,Fisheries NDC 6,Draft NDCs,,Climate Change,Conduct fisheries and aquatic research to identify climatic change-driven impacts those affect for the production,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
61,Sri Lanka,Introduce alternate livelihoods and capacity developments to reduce climate vulnerability,Fisheries NDC 7,Draft NDCs,,Climate Change,Introduce alternate livelihoods and capacity developments to reduce climate vulnerability,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
62,Sri Lanka,"Sustainable management of forest and restoration of other degraded lands, at least 32% by 2035",Forestry NDC 1,Draft NDCs,,Climate Change,"Sustainable management of forest and restoration of other degraded lands, at least 32% by 2035",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",1
63,Sri Lanka,"Expansion, restoration, and sustainable management of trees outside forest (TROF)",Forestry NDC 2,Draft NDCs,,Climate Change,"Expansion, restoration, and sustainable management of trees outside forest (TROF)",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",1
64,Sri Lanka,Promote catchment protection in major rivers and cascade systems through tree planting,Forestry NDC 3,Draft NDCs,,Climate Change,Promote catchment protection in major rivers and cascade systems through tree planting,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",1
65,Sri Lanka,"Conservation and enhancement of blue carbon ecosystems including mangroves, sea grass, salt marsh.",Forestry NDC 4,Draft NDCs,,Climate Change,"Conservation and enhancement of blue carbon ecosystems including mangroves, sea grass, salt marsh.",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
66,Sri Lanka,Policy initiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,Health NDC 1,Draft NDCs,,Climate Change,Policy initiatives for enhancing the climate resilience of the health sector promoted and integrated to all related sectors,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
67,Sri Lanka,Improved capacity to manage non-communicable diseases (NCD) and health conditions directly attributable to climate change,Health NDC 2,Draft NDCs,,Climate Change,Improved capacity to manage non-communicable diseases (Non-Communicable Disease) and health conditions directly attributable to climate change,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
68,Sri Lanka,Manage the worsening of under-nutrition and malnutrition due to climate change,Health NDC 3,Draft NDCs,,Climate Change,Manage the worsening of under-nutrition and malnutrition due to climate change,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
69,Sri Lanka,"Strengthen surveillance and management of climate-sensitive vector and zoonotic borne disease (dengue, malaria, filariasis, leishmaniasis and leptospirosis)",Health NDC 4,Draft NDCs,,Climate Change,"Strengthen surveillance and management of climate-sensitive vector and zoonotic borne disease (dengue, malaria, filariasis, leishmaniasis and leptospirosis)",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
70,Sri Lanka,Reduce morbidity and mortality from extreme weather/climate events and other climate-related emergencies,Health NDC 5,Draft NDCs,,Climate Change,Reduce morbidity and mortality from extreme weather/climate events and other climate-related emergencies,14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
71,Sri Lanka,"The application of energy efficiency practices across the industry sector, with a particular focus on energy-intensive industries.",Industry NDC 1,Draft NDCs,,Climate Change,"The application of energy efficiency practices across the industry sector, with a particular focus on energy-intensive industries.",14,"Agriculture, Forestry, and Other Land Use (AFOLU)","This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, REDD+, land management, agroforestry, and improved soil carbon sequestration.",Additional,"Agriculture, Forestry, and Other Land Use (AFOLU) This includes reforestation, afforestation and forest restoration, sustainable forest management, enhancement of forest carbon stocks, reduce deforestation, Reducing Emissions from Deforestation and Forest Degradation+, land management, agroforestry, and improved soil carbon sequestration.",0
